mu_target,t_ac_target,cv_target,sigma_sum,success,error_message,rho,d,sigma_b,sigma_u,mu_observed,cv_observed,t_ac_observed,variance_observed,mean_rel_error_pct,cv_rel_error_pct,t_ac_rel_error_pct,trajectory_filename
1000,5.0,1.7215519584715366,1,True,,3987.2497287866972,0.2585353282983858,0.06484051561452034,0.9351594843854796,1021.1281410256411,1.7502146005225452,5.157106331464154,3194060.1826183386,2.112814102564107,1.6649304082844179,3.142126629283073,mRNA_trajectories_1000.000_1.722_5.000.csv
1000,5.0,0.9671149142086506,1,True,,1434.3021804886928,0.2584852470463957,0.18021672877770084,0.8197832712222991,1015.2495833333334,0.9622576105656206,4.8241094331971395,954395.4256889289,1.524958333333336,0.5022467931853237,3.5178113360572105,mRNA_trajectories_1000.000_0.967_5.000.csv
1000,5.0,1.3967514573596418,1,True,,2712.536413699764,0.2585233387324896,0.09530686387353476,0.9046931361264652,1026.1799038461538,1.3974154331262365,4.887635986796552,2056354.9526025548,2.617990384615382,0.047537145073030126,2.2472802640689515,mRNA_trajectories_1000.000_1.397_5.000.csv
1000,5.0,0.5397639065049589,1,True,,623.6716373647606,0.25832358267407274,0.41419806064226966,0.5858019393577304,1008.2626282051282,0.5398948407065101,4.976121583778626,296323.2272443746,0.8262628205128181,0.024257680065902797,0.4775683244274731,mRNA_trajectories_1000.000_0.540_5.000.csv
1000,5.0,1.4595464169979095,1,True,,2938.275799865333,0.2585262926118145,0.08798571346626592,0.9120142865337341,1003.2784615384616,1.4664646731102016,4.9650414205931614,2164642.537202761,0.3278461538461557,0.4740004176449517,0.699171588136771,mRNA_trajectories_1000.000_1.460_5.000.csv
1000,5.0,0.8516051918268204,1,True,,1169.8832408185772,0.25846405381687,0.2209314953824114,0.7790685046175886,992.4672756410256,0.8549225443875061,4.765181781472559,719922.8048265523,0.7532724358974406,0.38954113860785117,4.6963643705488245,mRNA_trajectories_1000.000_0.852_5.000.csv
1000,5.0,1.8751901215873659,1,True,,4682.728770386741,0.2585389577326569,0.05521117502419523,0.9447888249758047,966.0544551282052,1.934411396729888,5.165488864461927,3492214.4076436134,3.3945544871794824,3.1581477771646274,3.3097772892385358,mRNA_trajectories_1000.000_1.875_5.000.csv
1000,5.0,1.188113001640886,1,True,,2033.7797883450894,0.2585099357404887,0.12710812508902022,0.8728918749109797,994.3008653846153,1.192485790723538,4.858634219603053,1405859.9548325844,0.5699134615384651,0.368044880967781,2.8273156079389317,mRNA_trajectories_1000.000_1.188_5.000.csv
1000,5.0,1.2728111608885229,1,True,,2296.114584050431,0.25851617374232155,0.11258853348960027,0.8874114665103997,991.1429807692308,1.2860225083921952,4.855496901465574,1624687.200165474,0.8857019230769196,1.0379660321684956,2.8900619706885244,mRNA_trajectories_1000.000_1.273_5.000.csv
1000,5.0,0.6649385108612478,1,True,,813.5398947749111,0.2584036517306244,0.3176287400166394,0.6823712599833607,1016.5217948717949,0.660878125445603,4.924171462229321,451311.23375575274,1.6521794871794897,0.610640735845735,1.516570755413582,mRNA_trajectories_1000.000_0.665_5.000.csv
1000,5.0,1.6870129071176052,1,True,,3839.0804570631117,0.25853437294938614,0.06734278581573785,0.9326572141842622,1007.5995833333334,1.7072713327712135,4.953712378775444,2959245.899826749,0.7599583333333385,1.2008459193250256,0.9257524244911154,mRNA_trajectories_1000.000_1.687_5.000.csv
1000,5.0,1.000050138682127,1,True,,1515.8476851740465,0.2584899869692401,0.170525039881933,0.829474960118067,1000.5723397435897,1.0071819697393156,4.850250142329367,1015577.0331002948,0.057233974358973684,0.7131473494505982,2.994997153412662,mRNA_trajectories_1000.000_1.000_5.000.csv
1000,5.0,1.908400138374418,1,True,,4840.871203801968,0.2585396293302117,0.05340766536551468,0.9465923346344852,1007.1596474358975,1.9232177047293633,4.954923869183399,3751919.666467824,0.7159647435897454,0.776439178398242,0.90152261633202,mRNA_trajectories_1000.000_1.908_5.000.csv
1000,5.0,1.154031669255346,1,True,,1933.314459318816,0.2585070297941301,0.13371183800343192,0.866288161996568,990.6863461538461,1.1665943871374949,4.801671776996892,1335709.8238648546,0.9313653846153896,1.0885938589757294,3.966564460062152,mRNA_trajectories_1000.000_1.154_5.000.csv
1000,5.0,1.5849958136677742,1,True,,3418.969431777392,0.25853117738431675,0.07561669752920727,0.9243833024707927,1003.1281410256411,1.5786810643031362,4.780509685990964,2507850.408195262,0.3128141025641071,0.3984079522598452,4.389806280180721,mRNA_trajectories_1000.000_1.585_5.000.csv
1000,5.0,0.7281226143240929,1,True,,924.3430086271908,0.25842934051467165,0.2795816467509003,0.7204183532490998,1014.9730448717949,0.7189206845237207,4.7901482652121885,532440.3687926518,1.4973044871794854,1.2637884910241652,4.19703469575623,mRNA_trajectories_1000.000_0.728_5.000.csv
1000,5.0,1.5427240040153265,1,True,,3252.5684022426017,0.25852966384077536,0.07948477383673858,0.9205152261632614,994.9311538461538,1.55425872127742,4.848596504489202,2391292.4124396946,0.5068846153846152,0.7476850837914905,3.028069910215958,mRNA_trajectories_1000.000_1.543_5.000.csv
1000,5.0,0.7708053048700094,1,True,,1004.877288195778,0.25844323710997896,0.25718885295338373,0.7428111470466162,999.7008012820513,0.7665895780575168,4.742366835090395,587307.9798070502,0.029919871794868415,0.546924986875065,5.152663298192106,mRNA_trajectories_1000.000_0.771_5.000.csv
1000,5.0,1.956158998887986,1,True,,5073.160387468226,0.25854053584229736,0.05096242107404034,0.9490375789259596,968.4502243589743,2.039430805019799,4.92211776372121,3900969.529317258,3.1549775641025692,4.256903768004061,1.557644725575802,mRNA_trajectories_1000.000_1.956_5.000.csv
1000,5.0,1.105127293150872,1,True,,1794.2608080822067,0.2585023810493351,0.144071798193951,0.855928201806049,1006.1693269230769,1.0989913003657008,4.772464556865844,1222730.2496937779,0.6169326923076937,0.555229503714148,4.550708862683113,mRNA_trajectories_1000.000_1.105_5.000.csv
1000,5.0,1.6384608391672373,1,True,,3635.873896677374,0.2585329264866432,0.07110613124478886,0.9288938687552112,999.8771794871794,1.665143537589197,4.968002970488596,2772021.9529920444,0.012282051282056727,1.6285221949840083,0.6399405902280719,mRNA_trajectories_1000.000_1.638_5.000.csv
1000,5.0,1.048194209113717,1,True,,1639.9612981016799,0.2584961285074481,0.157623310261448,0.8423766897385521,1016.7996153846154,1.0418646445692477,4.850083166337679,1122259.6481152368,1.6799615384615436,0.6038541798300222,2.9983366732464134,mRNA_trajectories_1000.000_1.048_5.000.csv
1000,5.0,1.3158690477721393,1,True,,2436.400123537202,0.258518893328797,0.10610691192769905,0.8938930880723011,1001.4122435897436,1.328871052581219,4.872878000565031,1770889.5533885562,0.1412243589743639,0.9880926092982493,2.5424399886993854,mRNA_trajectories_1000.000_1.316_5.000.csv
1000,5.0,0.6230290229432285,1,True,,745.5838630332371,0.25838213721969294,0.34655006637150704,0.653449933628493,1012.7012820512821,0.6199036804672331,4.854472332219322,394104.2780752794,1.270128205128208,0.5016367393658597,2.9105533556135654,mRNA_trajectories_1000.000_0.623_5.000.csv
1000,5.0,1.8266798960976303,1,True,,4456.717627912556,0.25853791011512534,0.058010834811677243,0.9419891651883227,1037.201378205128,1.8251527883386114,4.916833267758014,3583642.041273741,3.7201378205128095,0.08360018426223792,1.663334644839711,mRNA_trajectories_1000.000_1.827_5.000.csv
1000,5.0,1.2362989145331085,1,True,,2180.811433176629,0.25851364151015727,0.11854011657193086,0.881459883428069,1009.733717948718,1.2377271466962305,4.872226803034481,1561937.1347989973,0.973371794871798,0.11552482545545394,2.5554639393103784,mRNA_trajectories_1000.000_1.236_5.000.csv
1000,5.0,1.5025545936077833,1,True,,3098.6111117800574,0.2585281056106577,0.08343354370214634,0.9165664562978536,990.718782051282,1.5051389700715851,4.908246708475951,2223586.320403645,0.9281217948717995,0.17199883949617326,1.835065830480982,mRNA_trajectories_1000.000_1.503_5.000.csv
1000,5.0,0.8096459936350584,1,True,,1082.145697092594,0.2584540212499444,0.23883477238262282,0.7611652276173771,1005.5811538461538,0.8044470188161237,4.739797043151768,654378.6839268737,0.5581153846153825,0.6421293824468819,5.204059136964645,mRNA_trajectories_1000.000_0.810_5.000.csv
1000,5.0,1.3544349442236125,1,True,,2566.012043404027,0.2585211123023304,0.10074820691775896,0.899251793082241,1015.6401282051282,1.3433907835312873,4.799163192245562,1861591.6922871629,1.5640128205128234,0.815407247090483,4.016736155088765,mRNA_trajectories_1000.000_1.354_5.000.csv
1000,5.0,0.5824018935672939,1,True,,683.9228198141918,0.25835669549880974,0.37775709190256307,0.622242908097437,1008.0595512820513,0.5756803834104032,4.8828784967268755,336771.42888954224,0.8059551282051303,1.1541017004118084,2.3424300654624908,mRNA_trajectories_1000.000_0.582_5.000.csv
1000,5.0,1.769357668235898,1,True,,4197.286000236932,0.2585365594343953,0.06159612650169687,0.938403873498303,1051.9489423076923,1.7441242667572574,4.944918310947512,3366232.990117471,5.194894230769228,1.4261334455796641,1.1016337810497667,mRNA_trajectories_1000.000_1.769_5.000.csv
1000,5.0,0.91825738735497,1,True,,1318.3625559089862,0.25847725420268103,0.19605931088088724,0.8039406891191128,1002.7308653846154,0.9199278342211825,4.859697494145725,850895.6150345076,0.2730865384615413,0.1819148845645818,2.8060501170855012,mRNA_trajectories_1000.000_0.918_5.000.csv
1000,5.0,1.4234618223272264,1,True,,2807.3435708828624,0.25852464300664096,0.09208870823222372,0.9079112917677763,1018.7795512820513,1.423502237477883,4.964275295341808,2103181.4703767216,1.8779551282051328,0.002839215637724915,0.7144940931638466,mRNA_trajectories_1000.000_1.423_5.000.csv
1000,5.0,0.5137398070655763,1,True,,589.1420351667668,0.25829920119816724,0.43843281548404733,0.5615671845159528,998.21625,0.5178964625552039,4.955715134075572,267260.73608850164,0.17837500000000547,0.80909741321584,0.8856973184885675,mRNA_trajectories_1000.000_0.514_5.000.csv
1000,5.0,1.747575655579567,1,True,,4100.87246903762,0.25853601100752016,0.06304414803423346,0.9369558519657666,1042.7020833333333,1.7180566833065736,5.145896770559492,3209190.2130725826,4.2702083333333345,1.6891384460951244,2.917935411189845,mRNA_trajectories_1000.000_1.748_5.000.csv
1000,5.0,0.9404041469097137,1,True,,1370.1727849621066,0.25848103171945,0.1886484935012036,0.8113515064987963,1017.7130128205129,0.9268136692732653,4.710764532614712,889683.4585998973,1.771301282051286,1.4451741499767428,5.784709347705768,mRNA_trajectories_1000.000_0.940_5.000.csv
1000,5.0,1.8953548460267484,1,True,,4778.419896358675,0.25853936972572267,0.05410561970971593,0.9458943802902842,1020.5681730769231,1.8841123976449146,5.032905324488471,3697410.3756088424,2.056817307692313,0.5931579727881308,0.6581064897694233,mRNA_trajectories_1000.000_1.895_5.000.csv
1000,5.0,1.1672620116733015,1,True,,1971.9678462838117,0.2585081881330728,0.13109148235871768,0.8689085176412824,989.9173076923076,1.1639316664676282,4.738174352335183,1327555.8565594181,1.0082692307692356,0.2853125667046316,5.236512953296337,mRNA_trajectories_1000.000_1.167_5.000.csv
1000,5.0,1.4803978092968464,1,True,,3015.428758491488,0.2585271913301222,0.08573480325214321,0.9142651967478568,1004.5933333333334,1.4755813888540978,4.872429271401977,2197388.875006838,0.45933333333333626,0.32534636382880305,2.551414571960464,mRNA_trajectories_1000.000_1.480_5.000.csv
1000,5.0,0.83144086971879,1,True,,1127.1663091820647,0.25845942188859455,0.22930016607411488,0.770699833925885,1013.4610897435897,0.8264618621403325,4.808881777439369,701551.8811141972,1.3461089743589696,0.5988408508402522,3.8223644512126143,mRNA_trajectories_1000.000_0.831_5.000.csv
1000,5.0,1.7071314081549644,1,True,,3925.0218026834164,0.2585349364728577,0.06586840773625903,0.934131592263741,1006.6060256410257,1.7298178976204373,5.0349256222114205,3031934.5644636923,0.6606025641025667,1.3289246133659938,0.6985124442284096,mRNA_trajectories_1000.000_1.707_5.000.csv
1000,5.0,0.9791531041264534,1,True,,1463.7914164896347,0.25848703507013854,0.17658734171978177,0.8234126582802183,994.355673076923,0.9891660539342936,4.772218253178258,967435.2766056367,0.564432692307696,1.022613293635338,4.555634936434831,mRNA_trajectories_1000.000_0.979_5.000.csv
