mu_target,t_ac_target,cv_target,sigma_sum,success,error_message,rho,d,sigma_b,sigma_u,mu_observed,cv_observed,t_ac_observed,variance_observed,mean_rel_error_pct,cv_rel_error_pct,t_ac_rel_error_pct,trajectory_filename
4310.863714152947,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,22815.16138423977,0.2585544545881158,0.04885317257437643,0.9511468274256235,,,,,,,,
9615.826350131072,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,50893.22582958244,0.25855664470341466,0.048851998603228856,0.9511480013967711,,,,,,,,
5645.754672857001,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,29880.461733269585,0.25855539321694737,0.04885266942918931,0.9511473305708107,,,,,,,,
351.43816848192364,5.0,2.0,1,True,,1858.745100816692,0.2585097336381094,0.04887716303037437,0.9511228369696256,335.2300641025641,2.036880409539285,4.83264235241633,466248.00078845746,4.611936275838299,1.8440204769642587,3.3471529516734044,mRNA_trajectories_351.438_2.000_5.000.csv
2381.434691169299,5.0,2.0,1,True,,12603.094654974399,0.25855123828937526,0.048854896766491754,0.9511451032335082,2444.204358974359,2.016419141796096,5.0223246350161075,24290511.025416896,2.6357921146365526,0.820957089804808,0.4464927003221497,mRNA_trajectories_2381.435_2.000_5.000.csv
6427.978837126866,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,34020.6116272256,0.25855576208444836,0.04885247170471225,0.9511475282952877,,,,,,,,
7583.7271858612075,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,40137.74738209899,0.2585561678194422,0.04885225422089584,0.9511477457791041,,,,,,,,
3530.7421914655715,5.0,2.0,1,True,,18686.14033568834,0.25855357745669133,0.04885364276844247,0.9511463572315575,3643.252564102564,1.9671993059947286,4.872005897542459,51365945.12717292,3.1865926917278196,1.6400347002635707,2.5598820491508256,mRNA_trajectories_3530.742_2.000_5.000.csv
2565.1082073030993,5.0,2.0,1,True,,13575.240393603928,0.2585517528424903,0.04885462091274288,0.951145379087257,2645.10266025641,1.9869158423183266,5.0804641058541815,27621293.311800618,3.1185605630810938,0.6542078840836685,1.6092821170836304,mRNA_trajectories_2565.108_2.000_5.000.csv
8509.692248497158,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,45038.68797070166,0.2585564133666349,0.048852122603051086,0.951147877396949,,,,,,,,
7479.353853861801,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,39585.321032768654,0.2585561363289508,0.04885227110046,0.9511477288995399,,,,,,,,
1525.96289646253,5.0,2.0,1,True,,8075.260284004899,0.2585472097568757,0.04885705663932354,0.9511429433606764,1514.5208333333333,2.01568768416996,4.844555753628334,9319593.891681358,0.7498257759557262,0.7843842084980013,3.1088849274333263,mRNA_trajectories_1525.963_2.000_5.000.csv
743.7005890347064,5.0,2.0,1,True,,3934.9085197568475,0.2585354141725253,0.048863382424534765,0.9511366175754652,784.2341346153846,1.9754931350202014,4.897254812243353,2400172.9262386747,5.450250568348909,1.2253432489899296,2.054903755132944,mRNA_trajectories_743.701_2.000_5.000.csv
5449.395474332385,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,28841.17331433866,0.2585552839934485,0.048852727976851765,0.9511472720231483,,,,,,,,
9289.775628026575,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,49167.50713628476,0.25855658223926153,0.04885203208481474,0.9511479679151853,,,,,,,,
4597.245514730923,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,24330.920721969644,0.25855470188416485,0.048853040011604815,0.9511469599883952,,,,,,,,
4813.958958356641,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,25477.939928954707,0.2585548694632867,0.048852950181619594,0.9511470498183804,,,,,,,,
8877.77659098804,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,46986.88187882053,0.2585564967475219,0.04885207790959387,0.9511479220904061,,,,,,,,
5231.728377259336,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,27689.106617856658,0.25855515333598844,0.04885279801415413,0.9511472019858459,,,,,,,,
1156.6531305238605,5.0,2.0,1,True,,6120.580468451342,0.25854362911857853,0.04885897661805754,0.9511410233819424,1207.915673076923,1.9531107586338832,4.9355742440233685,5565792.067087688,4.431971971566375,2.3444620683058415,1.2885151195326294,mRNA_trajectories_1156.653_2.000_5.000.csv
1626.711604103446,5.0,2.0,1,True,,8608.502249300744,0.258547904310338,0.04885668423823871,0.9511433157617614,1582.7035576923076,2.0235579199161475,4.772504149266312,10257238.090487342,2.705337952967587,1.1778959958073765,4.549917014673763,mRNA_trajectories_1626.712_2.000_5.000.csv
6948.948918729089,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,36777.997970762524,0.2585559616820686,0.04885236471517265,0.9511476352848273,,,,,,,,
8410.431049518287,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,44513.31907874056,0.2585563896318915,0.048852135325266666,0.9511478646747332,,,,,,,,
3094.0254847770557,5.0,2.0,1,True,,16374.689591731114,0.25855289332268877,0.048854009514000846,0.9511459904859991,3028.960352564103,2.020721366317672,4.978032761815953,37462783.67147295,2.102928128196761,1.0360683158836093,0.4393447636809355,mRNA_trajectories_3094.025_2.000_5.000.csv
3312.970200708136,5.0,2.0,1,True,,17533.518458962226,0.2585532588535255,0.04885381356186773,0.9511461864381323,3399.949967948718,1.9645151236846767,4.932945827910234,44612422.39874679,2.625431620905931,1.7742438157661633,1.3410834417953232,mRNA_trajectories_3312.970_2.000_5.000.csv
7996.803692613728,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,42324.0754627405,0.2585562843844422,0.0488521917397629,0.9511478082602371,,,,,,,,
6644.8734607528895,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,35168.58978238437,0.25855584898522593,0.04885242512353811,0.9511475748764618,,,,,,,,
1969.2354025514796,5.0,2.0,1,True,,10421.409509206696,0.25854973411878274,0.04885570318460085,0.9511442968153991,2035.9373717948718,1.9662816735440662,4.870287571803116,16025821.150436683,3.3872014060364934,1.6859163227966878,2.5942485639376756,mRNA_trajectories_1969.235_2.000_5.000.csv
252.05300423968583,5.0,2.0,1,True,,1332.7201091613447,0.25849053751434997,0.04888747164550767,0.9511125283544922,248.85294871794872,1.9712258658091735,4.6964923537548655,240634.75933745888,1.2695962626551638,1.4387067095413264,6.07015292490269,mRNA_trajectories_252.053_2.000_5.000.csv
6174.776844015345,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,32680.466112904818,0.258555652913455,0.048852530223515926,0.951147469776484,,,,,,,,
9716.775309351273,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,51427.52768565913,0.25855666319314924,0.04885198869250768,0.9511480113074923,,,,,,,,
3780.2775990199298,5.0,2.0,1,True,,20006.87937460775,0.25855389740120877,0.04885347125777078,0.9511465287422292,3607.843621794872,2.004244233564868,4.753747131498987,52287357.74006509,4.561410444295488,0.21221167824339027,4.925057370020252,mRNA_trajectories_3780.278_2.000_5.000.csv
3934.6854512793943,5.0,2.0,1,True,,20824.128038432544,0.2585540750524826,0.04885337602613874,0.9511466239738613,4002.4083653846155,1.9566892726807243,4.80865440474847,61331914.73987233,1.7211773328208626,2.1655363659637827,3.8269119050305984,mRNA_trajectories_3934.685_2.000_5.000.csv
9874.826410558075,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,52264.05930898814,0.25855669138240056,0.04885197358273995,0.95114802641726,,,,,,,,
6031.39182429295,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,31921.559010163677,0.2585555870263151,0.048852565541026974,0.9511474344589731,,,,,,,,
82.97914499416947,5.0,2.0,1,True,,437.8474824194375,0.2583522756855999,0.04896191437536364,0.9510380856246363,83.49541666666667,1.9998072167780352,4.928030971173558,27880.562735403313,0.6221703929746119,0.009639161098240479,1.439380576528837,mRNA_trajectories_82.979_2.000_5.000.csv
2112.6681384705007,5.0,2.0,1,True,,11180.569163237604,0.25855032410882783,0.04885538687350399,0.951144613126496,2234.378717948718,1.9903148309068188,4.91223726645227,19776850.502854764,5.760989019616288,0.4842584546590589,1.755254670954596,mRNA_trajectories_2112.668_2.000_5.000.csv
6813.918749879114,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,36063.31135688035,0.25855591287856355,0.04885239087506126,0.9511476091249387,,,,,,,,
7842.424484971911,5.0,2.0,1,False,simulate_one_telegraph_model_system exceeded the runtime limit of 900 s.,41506.97840876204,0.25855624225760004,0.048852214320551125,0.9511477856794489,,,,,,,,
3154.871457803063,5.0,2.0,1,True,,16696.734678300727,0.2585529999963039,0.04885395232864243,0.9511460476713577,3049.587916666667,2.015214163679915,4.854527282256394,37768064.5859886,3.3371737183140846,0.7607081839957397,2.909454354872114,mRNA_trajectories_3154.871_2.000_5.000.csv
