mu_target,t_ac_target,cv_target,sigma_sum,success,error_message,rho,d,sigma_b,sigma_u,mu_observed,cv_observed,t_ac_observed,variance_observed,mean_rel_error_pct,cv_rel_error_pct,ac_rel_error_pct,trajectory_filename
1.0,0.5011872336272722,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,0.5011872336272722,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,0.5011872336272722,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,0.5011872336272722,1.0797751623277096,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=3.49e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,0.5011872336272722,1.3945832491957453,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=7.74e+00. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,0.5011872336272722,1.8011735283341332,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
1.0,0.5011872336272722,2.326305067153626,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
1.0,0.5011872336272722,3.0045385302046923,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
1.0,0.5011872336272722,3.8805107322101815,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
1.0,0.5011872336272722,5.011872336272722,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
1.0,0.9027251779484575,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,0.9027251779484575,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,0.9027251779484575,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,0.9027251779484575,1.0797751623277096,1,True,,1.6847923263198985,1.3027353668528825,0.77323201589982,0.22676798410018004,0.9994890510948905,1.0734392543048512,0.9328768716813923,1.1510946294421653,0.05109489051094984,0.5867803079670676,3.340074528712919,mRNA_trajectories_1.000_1.080_0.903.csv
1.0,0.9027251779484575,1.3945832491957453,1,True,,5.382878277641115,2.281917604994524,0.423921457498479,0.5760785425015211,1.0184642857142858,1.384221637768869,0.9513705522688143,1.9874804987244898,1.8464285714285822,0.7429898095256655,5.388724664898429,mRNA_trajectories_1.000_1.395_0.903.csv
1.0,0.9027251779484575,1.8011735283341332,1,True,,16.149109198884567,4.2860401156948225,0.2654041199988209,0.7345958800011791,1.0141901408450704,1.7988900671606847,0.9289573656876655,3.328495823001389,1.419014084507042,0.12677630097975623,2.905888567196445,mRNA_trajectories_1.000_1.801_0.903.csv
1.0,0.9027251779484575,2.326305067153626,1,False,"Back-substitution check failed: μ_err=2.22e-16, CV_err=1.91e-16, AC_err=5.92e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,0.9027251779484575,3.0045385302046923,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=4.81e+01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,0.9027251779484575,3.8805107322101815,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
1.0,0.9027251779484575,5.011872336272722,1,False,Could not find a valid solution for d_tilda using root_scalar method.,,,,,,,,,,,,
1.0,1.6259646938814813,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,1.6259646938814813,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,1.6259646938814813,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,1.6259646938814813,1.0797751623277096,1,True,,0.9672116426629205,0.6872693575722425,0.7105677054093944,0.2894322945906056,0.9845,1.0914614464954557,1.6510006716151588,1.1546443653846152,1.5499999999999958,1.0822886629984663,1.5397614614811803,mRNA_trajectories_1.000_1.080_1.626.csv
1.0,1.6259646938814813,1.3945832491957453,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=7.76e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,1.6259646938814813,1.8011735283341332,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=4.25e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,1.6259646938814813,2.326305067153626,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=1.91e-16, AC_err=3.20e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,1.6259646938814813,3.0045385302046923,1,False,"Back-substitution check failed: μ_err=2.22e-16, CV_err=1.48e-16, AC_err=3.00e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,1.6259646938814813,3.8805107322101815,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=2.94e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,1.6259646938814813,5.011872336272722,1,False,"Back-substitution check failed: μ_err=0.00e+00, CV_err=0.00e+00, AC_err=2.93e-01. Try adjusting Σ so that t̃≈1, or relax targets.",,,,,,,,,,,,
1.0,2.928644564625236,0.5011872336272722,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.748811356849042. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,2.928644564625236,0.6473082037010399,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.580992089421333. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
1.0,2.928644564625236,0.8360306936514642,1,False,"Invalid parameters: v = (mu_target * cv_target ** 2) - 1 must be positive, got v = -0.30105267927265156. Reconsider mu_target and cv_target choices.",,,,,,,,,,,,
