label,time_0.0,time_1.0,time_2.0,time_3.0,time_4.0,time_5.0,time_6.0,time_7.0,time_8.0,time_9.0,time_10.0,time_11.0,time_12.0,time_13.0,time_14.0,time_15.0,time_16.0,time_17.0,time_18.0,time_19.0,time_20.0,time_21.0,time_22.0,time_23.0,time_24.0,time_25.0,time_26.0,time_27.0,time_28.0,time_29.0,time_30.0,time_31.0,time_32.0,time_33.0,time_34.0,time_35.0,time_36.0,time_37.0,time_38.0,time_39.0,time_40.0,time_41.0,time_42.0,time_43.0,time_44.0,time_45.0,time_46.0,time_47.0,time_48.0,time_49.0,time_50.0,time_51.0,time_52.0,time_53.0,time_54.0,time_55.0,time_56.0,time_57.0,time_58.0,time_59.0,time_60.0,time_61.0,time_62.0,time_63.0,time_64.0,time_65.0,time_66.0,time_67.0,time_68.0,time_69.0,time_70.0,time_71.0,time_72.0,time_73.0,time_74.0,time_75.0,time_76.0,time_77.0,time_78.0,time_79.0,time_80.0,time_81.0,time_82.0,time_83.0,time_84.0,time_85.0,time_86.0,time_87.0,time_88.0,time_89.0,time_90.0,time_91.0,time_92.0,time_93.0,time_94.0,time_95.0,time_96.0,time_97.0,time_98.0,time_99.0,time_100.0,time_101.0,time_102.0,time_103.0,time_104.0,time_105.0,time_106.0,time_107.0,time_108.0,time_109.0,time_110.0,time_111.0,time_112.0,time_113.0,time_114.0,time_115.0,time_116.0,time_117.0,time_118.0,time_119.0,time_120.0,time_121.0,time_122.0,time_123.0,time_124.0,time_125.0,time_126.0,time_127.0,time_128.0,time_129.0,time_130.0,time_131.0,time_132.0,time_133.0,time_134.0,time_135.0,time_136.0,time_137.0,time_138.0,time_139.0,time_140.0,time_141.0,time_142.0,time_143.0
0,-7,22,8,2,-22,5,2,3,2,-6,29,6,1,-11,1,-4,3,6,27,-5,18,-32,6,12,2,23,6,-9,0,5,-11,7,-5,6,-9,18,2,-14,-18,19,-9,-4,-10,9,5,1,16,-2,-1,8,20,-3,7,0,10,-5,-27,-2,-7,11,-2,6,-26,20,-10,1,0,-1,1,16,-9,-13,13,1,-7,10,-10,-2,4,-9,15,-10,2,-17,-21,-5,-1,4,-1,-14,8,27,1810,1598,1434,1228,1136,982,842,743,634,531,500,426,367,351,281,275,251,210,192,179,104,133,116,92,40,61,47,46,59,42,46,38,23,37,16,24,16,36,-14,-11,31,9,4,3,-7,-4,-3,-14,10,-9,-12,1
0,-24,277,229,229,184,142,151,145,104,85,96,74,80,59,55,54,20,15,53,26,25,23,31,23,25,9,12,3,8,6,3,1,7,8,9,3,1,28,25,-2,-1,6,8,0,-15,-12,-5,-7,-6,5,-14,-14,15,-7,-9,-20,-19,-17,12,0,-5,-19,-4,7,-17,21,1,4,0,5,-1,3,-5,4,-18,4,-4,-3,-20,-12,0,6,0,6,-26,8,-11,1,-18,2,16,9,0,-15,-1,6,8,-3,6,-12,-3,25,2,-14,8,5,-3,6,-2,5,-15,0,-1,8,-16,17,14,-6,21,8,-38,-11,-2,-25,-8,5,11,-12,10,12,14,-2,2,-2,-12,16,-13,-3,-28,11,10,-3,12,-15
0,-6,1346,1190,1041,948,839,736,641,573,533,462,412,360,302,267,215,197,189,170,134,112,105,80,86,83,81,79,61,38,48,29,45,25,14,7,39,5,23,20,13,7,14,1,-16,7,22,23,12,23,2,25,6,-3,7,11,23,-20,12,-13,18,-16,-14,0,-17,569,485,433,401,322,283,245,231,196,181,164,149,143,118,94,78,71,46,72,45,58,41,28,25,17,14,11,28,10,-1,-8,1,-8,14,4,6,2,8,-28,23,6,-17,-5,17,19,-7,14,15,-20,1,-5,4,0,-11,-5,8,9,-9,3,-4,5,-13,-6,998,874,783,673,603,527,436,404,340,296,280,222,195,164,170,164,115
0,11,865,770,691,631,533,463,386,376,348,293,254,237,185,154,183,127,134,81,102,70,74,41,52,67,35,38,19,40,39,44,14,2,17,44,21,16,13,11,2,4,13,-11,-10,-7,2,18,12,3,13,0,-7,-24,-20,12,12,-9,-18,-9,22,1,6,-3,0,-4,-25,-9,14,0,11,-5,1,-5,-5,0,16,6,-1,-14,11,-11,-21,4,-19,13,-7,-6,15,1,17,-2,0,0,6,-22,8,-8,-4,1,11,9,8,-12,8,7,-10,0,-1,-2,12,5,-10,543,509,456,403,334,270,237,216,191,140,115,108,93,81,79,73,49,48,61,43,59,35,27,-8,31,5,7,8,10,21,6,5
0,0,1117,987,854,753,634,590,523,461,404,385,315,291,269,216,156,171,151,109,99,113,86,102,76,70,1081,1621,1426,1223,1078,937,836,715,620,546,480,420,360,325,512,477,412,365,326,1290,1121,1009,857,767,663,585,506,443,388,357,282,277,226,191,156,155,150,113,96,96,59,79,70,57,45,44,36,31,37,31,58,8,11,22,26,24,7,15,12,-1,19,-9,-9,8,21,17,21,17,34,11,19,3,-3,19,0,-14,2,0,-1,-5,0,5,4,4,-8,-6,-4,14,-11,-25,-12,-6,20,0,2,2,-4,-17,-5,2,-14,6,-10,0,-9,10,-5,-14,-2,-11,-6,-3,8,27,-8,6,4,0,19
0,19,595,545,467,402,388,315,306,261,240,240,195,149,161,139,120,99,98,69,65,51,42,31,39,36,54,10,20,13,6,17,22,1600,1445,1224,1083,931,828,758,649,585,504,432,363,320,266,275,211,194,175,155,110,108,104,97,120,81,77,61,51,60,16,46,24,26,35,23,20,-3,13,4,12,38,19,14,27,-21,-11,-20,33,5,-22,6,5,8,-1,-4,6,-9,-10,0,-2,27,-3,5,-14,7,-4,-7,6,-8,-14,5,2,11,25,-6,21,-21,13,12,-10,3,911,788,667,607,539,464,438,362,312,281,241,206,179,173,132,118,121,110,86,102,91,67,73,53,42,52,38,27,20,28,-2
0,17,145,111,92,124,72,71,67,75,67,55,32,42,41,36,30,26,26,10,15,17,9,23,2,26,16,-10,-12,4,6,18,-8,3,3,-2,-1,-8,-2,0,-7,7,16,-17,7,20,-4,12,-9,0,8,5,-2,6,6,7,4,18,-2,19,14,1,-1,17,16,29,-12,0,17,2,-6,17,4,21,13,22,3,8,783,674,614,548,520,454,375,356,309,274,216,212,178,183,129,153,119,112,100,86,71,74,64,40,41,40,12,14,15,19,34,19,11,15,24,23,22,8,3,3,8,-7,5,1,-3,-10,23,-17,-13,38,17,11,-1,12,13,0,-11,7,8,2,1,-19,3,-20,26,-2,-9
0,-19,4306,3815,3326,2933,2592,2275,2010,1765,1533,1348,1189,1739,1509,1305,1154,1008,908,825,714,624,537,480,426,389,333,316,248,208,179,151,146,128,142,110,97,100,95,49,48,50,45,66,8,51,39,26,-4,32,30,20,8,27,29,6,39,6,11,22,-9,-12,-4,10,20,2,-11,-6,-8,-4,-20,3,8,2,0,2,-5,-17,17,11,5,-5,1,11,-6,13,0,-5,2,18,-14,-14,-17,19,-5,15,-9,15,6,5,-3,-13,4,1,-19,-11,-10,-1,0,-2,-11,-8,-22,-14,17,8,3,8,-6,-4,20,7,-6,-11,1,3,26,3,8,17,0,-7,6,13,3,-9,-11,-13,1175,1041,915,827,709,605,507
0,16,155,116,122,123,94,97,79,100,85,57,47,61,41,1729,1497,1291,1127,998,894,764,653,577,505,448,390,321,308,258,251,209,199,165,147,143,114,94,71,79,60,65,53,21,53,46,43,48,15,26,-9,23,29,4,12,17,19,-10,-4,1404,1221,1062,939,830,730,650,573,495,437,352,315,284,253,213,200,155,156,141,122,133,103,87,80,62,50,49,55,25,37,32,29,8,16,27,0,28,25,19,7,8,1711,1521,1358,1192,1041,913,789,705,605,542,484,435,368,312,304,256,226,189,147,130,121,126,105,88,58,87,57,50,50,48,39,62,24,55,14,36,16,11,24,26,10,-17,15,10,-6
0,7,1229,1084,934,830,739,613,548,521,449,399,324,317,284,236,210,195,165,138,108,112,96,89,70,261,235,198,152,145,109,98,74,100,84,54,65,61,44,10,34,35,19,21,7,2,21,35,30,1,-3,5,-26,0,-10,-5,2,0,7,-5,3,2,-9,-18,28,7,15,-19,7,-5,-2,-3,5,-6,-5,-15,-1,15,1,-16,4,-16,14,-9,-10,-6,3,1,6,-2,-1,20,-11,-1,-6,4,-8,3,20,-1,-9,-5,-1,24,11,-10,-7,35,-32,-7,6,3,17,-2,16,-18,23,0,-3,-9,-3,-12,6,8,-8,2,-3,-10,26,0,-6,4,-8,-3,-7,-9,-8,4,-12,12,-1,0,-2,32,-3
0,-21,37,32,36,33,-3,50,19,10,18,26,7,18,7,-8,-7,15,-5,5,7,4,-9,-6,6,1,20,22,13,-7,5,-2,-3,1003,877,774,695,623,541,467,396,352,309,279,205,208,178,187,134,139,125,89,72,78,68,67,33,32,37,41,35,19,3,31,24,12,-7,-5,9,19,9,12,15,2,8,13,-1,12,1,-20,10,6,14,5,17,-2,5,-9,-4,-3,-7,16,-4,-21,-19,1,3,5,-20,-13,26,-17,0,-2,1,-10,10,13,10,-16,3,-19,26,-9,2,1,17,-9,-2,17,-27,-2,12,-15,15,9,21,0,2,-15,-1,-20,7,-10,-8,6,-2,-4,26,-19,2,6,-26,878,776
