mu_target,t_ac_target,cv_target,success,error_message,rho,d,sigma_b,sigma_u,mu_observed,cv_observed,t_ac_observed,variance_observed,mean_rel_error_pct,cv_rel_error_pct,t_ac_rel_error_pct,trajectory_filename
4310.863714152947,10.0,0.5,True,,1679.31386725898,0.11184947206084105,0.28712192518320023,0.7128780748167998,4315.196181037444,0.5002383647532316,10.02298393235064,4659669.148752094,0.10050113322472264,0.047672950646315826,0.22983932350639338,mRNA_trajectories_4310.864_0.500_10.000.csv
6344.517286607996,10.0,0.5,True,,2472.0858304390426,0.11185322027631556,0.2870671725341435,0.7129328274658565,6353.45863105462,0.4989660475923749,9.929228048019755,10049915.32389012,0.14093025588405103,0.206790481525021,0.7077195198024455,mRNA_trajectories_6344.517_0.500_10.000.csv
8173.800451954827,10.0,0.5,True,,3185.188804328408,0.11185499847281959,0.28704120642019954,0.7129587935798004,8184.458743730676,0.4995246999222234,9.97596145054509,16714518.215472065,0.13039579126623574,0.09506001555531496,0.2403854945490913,mRNA_trajectories_8173.800_0.500_10.000.csv
1133.7599535342306,10.0,0.5,True,,440.794805235623,0.11181670904295098,0.2876016353711816,0.7123983646288184,1135.379068361388,0.4997051250658593,9.946615563276453,321891.40026595443,0.1428093153325894,0.05897498682814195,0.5338443672354742,mRNA_trajectories_1133.760_0.500_10.000.csv
1525.0425624046475,10.0,0.5,True,,593.3271038548314,0.1118281137183497,0.28743442189965557,0.7125655781003445,1525.7128608725525,0.4988322099556744,9.872594489798779,579234.7266023067,0.04395277118352055,0.23355800886512013,1.2740551020122126,mRNA_trajectories_1525.043_0.500_10.000.csv
9188.625951612368,10.0,0.5,True,,3580.7946330011127,0.11185567962332417,0.2870312614830698,0.7129687385169302,9211.714226726212,0.49927594590451296,9.921740280198101,21152524.13277336,0.2512701598196185,0.14481081909740734,0.7825971980189906,mRNA_trajectories_9188.626_0.500_10.000.csv
5954.629286950454,10.0,0.5,True,,2320.0971733663555,0.1118527000367008,0.28707477044878554,0.7129252295512144,5958.45860769495,0.49952283124253877,9.93474783728466,8858874.296976471,0.06430829796386751,0.09543375149224653,0.6525216271534084,mRNA_trajectories_5954.629_0.500_10.000.csv
3294.64360528253,10.0,0.5,True,,1283.1643867859116,0.111845865353593,0.2871746355020893,0.7128253644979107,3294.6550779800755,0.49957646069886463,9.966746908884392,2709092.553789362,0.00034822271904893815,0.08470786022707344,0.332530911156077,mRNA_trajectories_3294.644_0.500_10.000.csv
2566.4916231380776,10.0,0.5,True,,999.3114846293947,0.11184152471329854,0.28723810414539863,0.7127618958546014,2565.050952937135,0.4996147481307682,9.90806839294226,1642337.8148809543,0.056133836087913135,0.0770503738463546,0.9193160705773983,mRNA_trajectories_2566.492_0.500_10.000.csv
5530.247626830824,10.0,0.5,True,,2154.661974994924,0.11185205039807086,0.2870842588993804,0.7129157411006197,5526.440840261079,0.4997184129622352,9.949410486011676,7626789.407772544,0.06883573443032963,0.05631740755296377,0.5058951398832434,mRNA_trajectories_5530.248_0.500_10.000.csv
9952.329759546556,10.0,0.5,True,,3878.506582513623,0.11185610061947981,0.2870251152856391,0.7129748847143609,9957.669770869117,0.5002306416435968,9.989238894854969,24811671.406398736,0.053655892153687254,0.046128328719352574,0.10761105145030923,mRNA_trajectories_9952.330_0.500_10.000.csv
1991.9896214837208,10.0,0.5,True,,775.3554117729497,0.11183586069300742,0.2873209761969216,0.7126790238030785,1989.4665541051186,0.5011267228333943,10.016766780563357,993958.8603963148,0.1266606688805423,0.2253445666788645,0.16766780563356676,mRNA_trajectories_1991.990_0.500_10.000.csv
352.20755024719983,10.0,0.5,True,,136.125127513698,0.11171812311346681,0.2890573340770587,0.7109426659229413,352.09937547234625,0.4993523362805359,9.865849601336885,30913.25111249213,0.030713360567556556,0.129532743892824,1.3415039866311496,mRNA_trajectories_352.208_0.500_10.000.csv
7686.253722255118,10.0,0.5,True,,2995.1301903095523,0.11185460727026186,0.2870469184491705,0.7129530815508295,7678.102072827207,0.49957771263550876,9.899328175331327,14713428.159943221,0.10605490948481973,0.08445747289824723,1.0067182466867308,mRNA_trajectories_7686.254_0.500_10.000.csv
7171.386164122261,10.0,0.5,True,,2794.42119462824,0.11185413640117921,0.287053794084172,0.712946205915828,7171.563723119203,0.4999031726469515,9.954779807846462,12852852.081703022,0.00247593690924546,0.019365470609700175,0.45220192153538014,mRNA_trajectories_7171.386_0.500_10.000.csv
4831.211194374599,10.0,0.5,True,,1882.1590805399014,0.11185073150422616,0.28710352473883205,0.7128964752611681,4837.24998797664,0.4992807931966758,9.963857131329112,5832930.253906225,0.12499543818479818,0.14384136066484254,0.36142868670888006,mRNA_trajectories_4831.211_0.500_10.000.csv
4409.837526413612,10.0,0.5,True,,1717.8964775434495,0.111849734505021,0.28711809063428617,0.7128819093657138,4400.806850223291,0.5004618087374693,9.950583317013702,4850723.260042875,0.20478478257373695,0.09236174749385206,0.4941668298629765,mRNA_trajectories_4409.838_0.500_10.000.csv
7377.943638074212,10.0,0.5,True,,2874.9427627232944,0.11185433320086488,0.287050920362891,0.7129490796371091,7374.800479560288,0.5011236829710963,9.940849749919263,13658103.713895483,0.04260209440613059,0.22473659421926584,0.5915025008073727,mRNA_trajectories_7377.944_0.500_10.000.csv
8107.15056349244,10.0,0.5,True,,3159.2069144791653,0.11185494777001079,0.28704194672622824,0.7129580532737717,8119.396297148746,0.4989038348932624,9.943221564563256,16408964.02901555,0.15104855350103802,0.2192330213475202,0.5677843543674399,mRNA_trajectories_8107.151_0.500_10.000.csv
146.12682852055877,10.0,0.5,True,,55.78966944689803,0.11151671042703598,0.2920896177249953,0.7079103822750047,146.08780728272072,0.5009395013220111,9.97579136863695,5355.481202625862,0.026703678053593582,0.18790026440222984,0.24208631363050515,mRNA_trajectories_146.127_0.500_10.000.csv
2254.746866780333,10.0,0.5,True,,877.785134100615,0.11183880935246229,0.28727782594573187,0.7127221740542682,2256.296185846788,0.4999564899623151,9.953277269187273,1272496.625150962,0.06871365869407109,0.00870200753697592,0.4672273081272671,mRNA_trajectories_2254.747_0.500_10.000.csv
9591.922565701418,10.0,0.5,True,,3738.0103231111384,0.1118559102961656,0.28702789380845817,0.7129721061915418,9591.296493644795,0.5004294428154404,9.944900855030163,23037764.792060956,0.006527075800852772,0.0858885630880879,0.5509914496983725,mRNA_trajectories_9591.923_0.500_10.000.csv
5268.234135865234,10.0,0.5,True,,2052.5221845687847,0.11185159705565138,0.2870908807660093,0.7129091192339908,5272.915013053934,0.4999759473133894,9.908443849343472,6950239.447742865,0.08885097108409278,0.004810537322119668,0.9155615065652789,mRNA_trajectories_5268.234_0.500_10.000.csv
2926.1549881538376,10.0,0.5,True,,1139.5177770097148,0.11184393870211505,0.2872028025633653,0.7127971974366347,2935.8699783579527,0.4994051623493004,9.973685985790995,2149709.0787374508,0.33200531904307873,0.118967530139924,0.2631401420900481,mRNA_trajectories_2926.155_0.500_10.000.csv
3715.487999677658,10.0,0.5,True,,1447.2206639950266,0.11184759831688232,0.2871493060304806,0.7128506939695194,3721.013144280316,0.5003939567162121,9.973446067056939,3466941.554483017,0.14870575825132762,0.07879134324242365,0.265539329430613,mRNA_trajectories_3715.488_0.500_10.000.csv
5748.610547855496,10.0,0.5,True,,2239.785618509466,0.11185239664455218,0.28707920161648803,0.712920798383512,5750.844064582618,0.49972602895720813,9.923624750502563,8258993.519026632,0.03885315779400726,0.054794208558373025,0.7637524949743657,mRNA_trajectories_5748.611_0.500_10.000.csv
